index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
3844;1018DV004;2018;10;4;3832907.0;3832907.0;333554.0;3499353.0;6;3;2;0;0;0;0;0;54.71741309914595;185;59;77;0;0;6;25891.0;03;1;4;Hauptstrecke;E03C;46;Moderat (0° bis 19,99° C);Abend;Wolkig;Wyoming;Herbst;Kollision;Brakes;Mechanical and Electrical Failures;Güterzug, Güterzug;3332383.063814989;Schwer;False
3845;1018LK009;2018;10;8;98806.0;98806.0;66091.0;32715.0;2;0;0;0;0;0;0;0;7.935695149221832;31;1;9;0;0;0;2377.0;01;6;2;Hauptstrecke;H702;80;Warm (20° bis 31,99° C);Abend;Klar;Tennessee;Herbst;Entgleisung;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;86082.94127896847;Nicht Signifikant;False
3846;1019LA020;2019;10;18;38708.0;38708.0;34849.0;3859.0;4;1;0;0;0;0;0;0;9.926406551346263;54;5;0;0;0;0;3628.8899735913355;01;7;1;Depot;T217;63;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Kalifornien;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Depot/Rangieren, Lokomotive;34734.38621679827;Nicht Signifikant;False
3847;1019ST022;2019;10;21;82107.0;82107.0;71234.0;10873.0;4;2;0;0;0;0;0;0;7.935695149221832;8;7;0;0;0;0;4546.889973591336;01;1;1;Depot;H511;84;Warm (20° bis 31,99° C);Tag;Klar;Arizona;Herbst;Entgleisung;Train Handling/Train Makeup;Human Factors;Güterzug, Lokomotive;73486.97753512934;Nicht Signifikant;False
3848;102076;2012;11;3;24600.0;24600.0;0.0;24600.0;5;0;0;0;0;0;0;0;1.5;53;3;95;0;0;1;9051.639574890118;04;7;1;Depot;H306;39;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Indiana;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;19180.289523611507;Nicht Signifikant;False
3849;1020875;1987;6;13;28110.0;28110.0;2110.0;26000.0;3;1;0;0;0;0;0;0;9.926406551346263;28;0;28;0;0;0;4107.487319909584;04;7;X;Depot;H999;80;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Wisconsion;Frühling;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Depot/Rangieren;23844.26159979642;Nicht Signifikant;True
3850;102149;2012;11;9;13660.0;13660.0;0.0;13660.0;2;0;0;0;0;0;0;0;1.5;17;0;27;0;0;2;2828.669309115566;03;7;1;Depot;M407;50;Moderat (0° bis 19,99° C);Tag;Klar;Pennsylvania;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;10760.989443831731;Nicht Signifikant;False
3851;102262;1985;2;2;449993.0;449993.0;4177.0;445816.0;3;3;0;2;0;0;0;0;11.917117953470694;31;8;5;0;0;0;4137.989370172551;03;6;3;Hauptstrecke;H603;10;Kalt (-30° - 0,01° C);Abend;Klar;Iowa;Winter;Kollision;Speed;Human Factors;EinzelneWagen, Güterzug;381705.8274662821;Signifikant;False
3852;102296;2012;11;23;12500.0;12500.0;0.0;12500.0;3;0;0;0;0;0;0;0;0.9682052417863254;4;0;1;0;0;1;566.8164184217309;03;6;X;Depot;H318;35;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Georgia;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;9683.166782864668;Nicht Signifikant;False
3853;1023488;2020;1;10;14300.0;14300.0;0.0;14300.0;1;0;0;0;0;0;0;0;1.0;12;0;55;0;0;0;3788.336383802324;04;7;1;Depot;M599;42;Moderat (0° bis 19,99° C);Tag;Regen;Indiana;Winter;Kollision;Other Miscellaneous;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;12893.336939861148;Nicht Signifikant;False
3854;102399;1999;10;23;600000.0;600000.0;0.0;600000.0;2;0;0;0;0;0;0;0;49.740634593834876;0;0;0;7;0;0;203.4208906536993;03;8;2;Depot;E08L;45;Moderat (0° bis 19,99° C);Abend;Klar;Pennsylvania;Herbst;Kollision;Brakes;Mechanical and Electrical Failures;Lokomotive, Personenzug;559023.5721606262;Signifikant;True
3855;1024689;2020;1;23;95000.0;95000.0;0.0;95000.0;2;0;0;0;0;0;0;0;5.0;19;0;25;0;0;2;3506.742863252126;04;7;1;Depot;H099;31;Kalt (-30° - 0,01° C);Abend;Schnee;Indiana;Winter;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;85655.03561446218;Nicht Signifikant;False
3856;102489;1989;10;24;109679.0;109679.0;1926.0;107753.0;6;3;0;0;0;0;0;0;3.5;40;0;57;0;0;8;6860.0;03;1;1;Depot;H999;60;Moderat (0° bis 19,99° C);Abend;Klar;Illinois;Herbst;Kollision;Miscellaneous;Human Factors;Güterzug, Güterzug;93035.03265756213;Nicht Signifikant;False
3857;1025335;2020;1;29;12700.0;12700.0;0.0;12700.0;2;0;0;0;0;0;0;0;2.5;1;0;19;0;0;0;144.33638380232395;04;7;1;Depot;H310;56;Moderat (0° bis 19,99° C);Tag;Wolkig;Louisiana;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;11544.405054085992;Nicht Signifikant;False
3858;1025852;2020;1;24;20250.0;;;;4;0;0;0;0;0;0;0;7.871390298443665;0;0;98;0;0;0;13542.0;04;1;1;Depot;H306;20;Kalt (-30° - 0,01° C);Abend;Klar;New York;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;18350.70231082918;Nicht Signifikant;False
3859;102595;2012;12;17;17500.0;17500.0;0.0;17500.0;0;0;0;1;0;0;0;0;1.5;0;0;2;0;0;0;130.67276760464793;03;A;4;Hauptstrecke;H997;39;Moderat (0° bis 19,99° C);Tag;Regen;Illinois;Herbst;Kollision;Miscellaneous;Human Factors;Wartungszug, Wartungszug;13297.87234042553;Signifikant;False
3860;102603;2003;10;26;27500.0;27500.0;0.0;27500.0;4;0;0;2;0;0;0;0;14.903185056657339;0;0;0;0;0;0;69.7799471826711;03;8;2;Depot;H607;70;Warm (20° bis 31,99° C);Tag;Klar;Illinois;Herbst;Kollision;Speed;Human Factors;Lokomotive, Lokomotive;23386.342376052384;Signifikant;False
3861;102752;2012;12;30;119600.0;119600.0;40500.0;79100.0;4;0;0;0;0;0;0;0;7.0;20;0;57;0;0;6;4089.254027510622;05;7;1;Depot;H305;50;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;90672.46215662986;Nicht Signifikant;False
3862;102890A;1990;10;28;124900.0;124900.0;0.0;124900.0;2;0;0;0;0;0;0;0;5.5;0;0;0;7;1;0;246.52038769028735;04;2;1;Depot;H310;54;Moderat (0° bis 19,99° C);Abend;Regen;Massachusetts;Herbst;Kollision;General Switching Rules;Human Factors;Personenzug, Personenzug;105946.22105352447;Nicht Signifikant;False
3863;1029697;2020;3;14;12000.0;12000.0;0.0;12000.0;2;0;0;0;0;0;0;0;4.0;41;0;2;0;0;0;490.647398120594;04;7;1;Depot;H318;32;Moderat (0° bis 19,99° C);Tag;Wolkig;Illinois;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;10789.749737749138;Nicht Signifikant;False
3864;102986;1986;10;29;11799.0;11799.0;6398.0;17200.0;4;0;0;0;0;0;0;0;3.5;69;4;55;0;0;2;7600.0;01;1;1;Depot;T308;40;Moderat (0° bis 19,99° C);Abend;Klar;New Jersey;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Güterzug, Güterzug;10008.482483671218;Nicht Signifikant;False
3865;102993;1993;10;29;60150.0;60150.0;10300.0;110000.0;4;2;0;0;0;0;0;0;10.0;54;8;18;0;0;0;6435.078571577378;01;1;1;Hauptstrecke;T210;0;Kalt (-30° - 0,01° C);Abend;Klar;Kalifornien;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Güterzug, Güterzug;51022.13928238188;Nicht Signifikant;False
3866;103010;2013;1;16;18450.0;18450.0;0.0;18450.0;3;0;0;0;0;0;0;0;1.9635609428485408;80;0;41;0;0;0;10418.676728173874;05;7;1;Depot;M599;30;Kalt (-30° - 0,01° C);Abend;Klar;Pennsylvania;Winter;Kollision;Other Miscellaneous;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;13896.211493560291;Nicht Signifikant;False
3867;1030125;2020;3;18;125150.0;125150.0;250.0;124900.0;2;0;0;0;0;0;0;0;3.9542723449729715;40;0;39;0;0;1;6456.647398120594;04;7;1;Depot;H307;45;Moderat (0° bis 19,99° C);Tag;Regen;Indiana;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;114459.48417779405;Nicht Signifikant;False
3868;103042;2013;1;20;63725.0;63725.0;1200.0;62525.0;4;0;0;0;0;0;0;0;2.5;75;1;17;0;0;2;9480.860382528026;05;7;1;Depot;H020;43;Moderat (0° bis 19,99° C);Tag;Klar;New Jersey;Winter;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, Güterzug;47829.622216662494;Nicht Signifikant;False
3869;103092;1992;10;30;11100.0;11100.0;2100.0;9000.0;4;0;0;0;0;0;0;0;6.940339448159618;32;8;0;0;0;0;4194.889973591336;01;1;X;Hauptstrecke;M599;40;Moderat (0° bis 19,99° C);Abenddämmerung;Wolkig;New Hampshire;Herbst;Entgleisung;Other Miscellaneous;Miscellaneous Causes;Güterzug, NaN;9415.556875053015;Nicht Signifikant;False
3870;1033;1986;9;18;90933.0;90933.0;8733.0;82200.0;2;1;0;4;0;0;0;0;20.0;9;1;5;0;0;5;1272.8380330957875;02;7;X;Depot;H999;71;Warm (20° bis 31,99° C);Abenddämmerung;Wolkig;Maryland;Sommer;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Lokomotive;77133.76876749512;Signifikant;True
3871;103365;2013;2;10;72436.0;72436.0;500.0;71936.0;3;0;0;0;0;0;0;0;8.931050850284048;48;4;0;0;0;0;5608.572488578332;01;7;X;Depot;T207;45;Moderat (0° bis 19,99° C);Tag;Wolkig;Illinois;Winter;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Depot/Rangieren, Lokomotive;54115.947803566094;Nicht Signifikant;False
3872;1033723;2020;4;28;11000.0;11000.0;0.0;11000.0;2;0;0;0;0;0;0;0;3.5;2;0;9;0;0;0;571.3124881400838;04;7;1;Depot;H302;78;Warm (20° bis 31,99° C);Tag;Wolkig;Louisiana;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;10113.082651466399;Nicht Signifikant;False
3873;103498;2013;2;16;14685.0;14685.0;0.0;14685.0;3;0;0;0;0;0;0;0;4.949628046035187;56;0;58;0;0;0;8767.2292042243;05;6;1;Depot;H302;21;Kalt (-30° - 0,01° C);Abend;Schnee;Pennsylvania;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;11013.199340033;Nicht Signifikant;False
3874;103687;2013;3;4;23185.0;23185.0;2500.0;20685.0;2;0;0;0;0;0;0;0;6.0;67;1;0;0;0;0;7776.914788227624;01;6;1;Depot;H018;30;Kalt (-30° - 0,01° C);Tag;Klar;Ohio;Winter;Entgleisung;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;17825.017298377796;Nicht Signifikant;False
3875;103777;2013;3;10;18000.0;18000.0;500.0;17500.0;2;1;0;0;0;0;0;0;2.0;29;0;25;0;0;0;4129.9055138058775;05;7;1;Depot;H702;55;Moderat (0° bis 19,99° C);Tag;Klar;Indiana;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;13818.51681252879;Nicht Signifikant;False
3876;103810;2013;3;12;13850.0;13850.0;200.0;13650.0;4;2;0;0;0;0;0;0;5.5;51;0;102;0;0;3;8981.382543553893;05;1;1;Depot;H702;34;Moderat (0° bis 19,99° C);Tag;Wolkig;Indiana;Winter;Kollision;Switches, Use of;Human Factors;Güterzug, Lokomotive;10610.587604382135;Nicht Signifikant;False
3877;104063;2013;3;30;17000.0;17000.0;16000.0;1000.0;5;0;0;0;0;0;0;0;2.5;120;0;90;0;0;2;17564.914287845873;05;7;1;Depot;H525;50;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Indiana;Frühling;Kollision;Train Handling/Train Makeup;Human Factors;Depot/Rangieren, Güterzug;13261.56486465403;Nicht Signifikant;False
3878;104094;2007;4;11;8245.0;8245.0;0.0;8245.0;1;0;0;0;0;0;0;0;6.940339448159618;0;0;0;1;0;0;87.7923262505285;01;5;1;Depot;H401;38;Moderat (0° bis 19,99° C);Abend;Regen;Illinois;Frühling;Entgleisung;Main Track Authority;Human Factors;EinzelneWagen, Lokomotive;6144.73095841407;Nicht Signifikant;False
3879;104140;2013;4;5;217525.0;217525.0;0.0;217525.0;2;0;0;0;0;0;0;0;37.79636618108829;76;0;1;0;0;0;10895.336383802323;03;1;3;Hauptstrecke;H221;50;Moderat (0° bis 19,99° C);Tag;Klar;Ohio;Frühling;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Wartungszug;168050.83436341162;Signifikant;False
3880;104190;2013;4;10;41989.0;41989.0;500.0;41489.0;3;0;0;0;0;0;0;0;3.0;30;0;97;0;0;1;6840.511543401908;05;7;9;Depot;H306;43;Moderat (0° bis 19,99° C);Abend;Klar;Michigan;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;32086.963166743084;Nicht Signifikant;False
3881;104469;2013;4;30;55300.0;55300.0;5000.0;50300.0;2;0;0;0;0;0;0;0;4.949628046035187;3;0;59;0;0;2;2210.350492457577;03;7;1;Depot;S006;68;Warm (20° bis 31,99° C);Abend;Klar;Pennsylvania;Frühling;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, EinzelneWagen;42304.161566707466;Nicht Signifikant;False
3882;104652;2013;5;13;13750.0;13750.0;0.0;13750.0;0;0;0;1;0;0;0;0;2.958916643910756;0;0;2;0;0;0;130.67276760464793;03;5;4;Hauptstrecke;H997;56;Moderat (0° bis 19,99° C);Tag;Klar;Indiana;Frühling;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Wartungszug;10598.936252216143;Signifikant;False
3883;1047;1987;5;17;12700.0;12700.0;7100.0;5600.0;0;0;0;0;0;0;0;0;4.949628046035187;9;1;15;0;0;1;1571.3819967280442;04;6;1;Depot;H302;76;Warm (20° bis 31,99° C);Tag;Klar;Maryland;Frühling;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;10772.754262448045;Nicht Signifikant;False
3884;104847;2013;5;30;35300.0;35300.0;2000.0;33300.0;6;0;0;0;0;0;0;0;2.5;106;2;140;0;0;1;16431.262493437483;04;7;1;Depot;E30C;88;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Frühling;Kollision;Coupler and Draft System;Mechanical and Electrical Failures;Depot/Rangieren, Depot/Rangieren;27271.32262051916;Nicht Signifikant;False
3885;104872;2013;5;30;16500.0;16500.0;0.0;16500.0;3;0;0;0;0;0;0;0;2.0;91;0;15;0;0;0;10878.401732510018;05;7;1;Depot;M407;70;Warm (20° bis 31,99° C);Tag;Klar;Indiana;Frühling;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;12747.218788627935;Nicht Signifikant;False
3886;105094;2013;6;16;11000.0;11000.0;0.0;11000.0;2;0;0;0;0;0;0;0;0.9682052417863254;0;0;5;0;0;0;222.01199823761317;05;7;1;Depot;H302;72;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Pennsylvania;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;8254.746479225554;Nicht Signifikant;False
3887;105208;2013;6;24;20000.0;20000.0;0.0;20000.0;0;0;0;0;0;0;0;0;3.0;0;0;2;0;0;0;130.67276760464793;03;A;4;Hauptstrecke;H997;91;Heiß (>= 32° C);Tag;Klar;Illinois;Sommer;Kollision;Miscellaneous;Human Factors;Wartungszug, Wartungszug;15283.509093687911;Nicht Signifikant;False
3888;105518;2013;7;14;195200.0;195200.0;73500.0;121700.0;2;0;0;0;0;0;0;0;6.940339448159618;31;0;5;0;0;5;3584.8164184217308;01;5;1;Depot;H704;78;Warm (20° bis 31,99° C);Abend;Regen;Missouri;Sommer;Entgleisung;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;149930.87203645863;Nicht Signifikant;False
3889;105556;2013;7;17;10168.0;10168.0;0.0;10168.0;5;0;0;0;0;0;0;0;28.0;122;0;59;0;0;0;18438.0;07;1;4;Hauptstrecke;M399;78;Warm (20° bis 31,99° C);Abend;Klar;Pennsylvania;Sommer;Bahnübergang;Loading Procedures;Loading;Güterzug, Güterzug;7740.5602923264305;Nicht Signifikant;False
3890;105600;2013;7;20;16150.0;16150.0;0.0;16150.0;3;0;0;0;0;0;0;0;4.949628046035187;20;0;108;0;0;1;5634.620775173996;05;7;1;Depot;M407;81;Warm (20° bis 31,99° C);Abend;Klar;Indiana;Sommer;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;12293.21018978991;Nicht Signifikant;False
3891;105689;2013;7;25;84581.0;84581.0;3500.0;81081.0;2;0;0;0;0;0;0;0;4.949628046035187;42;3;28;0;0;3;5763.358490170864;06;7;1;Depot;E34C;66;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;New Jersey;Sommer;Kollision;Coupler and Draft System;Mechanical and Electrical Failures;Depot/Rangieren, EinzelneWagen;64066.80805938494;Nicht Signifikant;False
3892;105717;2013;7;28;152550.0;152550.0;10000.0;142550.0;4;0;0;0;0;0;0;0;3.5;83;1;117;0;0;3;13097.925322652805;04;7;1;Depot;M411;73;Warm (20° bis 31,99° C);Abend;Wolkig;Pennsylvania;Sommer;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;114987.43718592965;Nicht Signifikant;False
3893;106123;2013;8;27;58048.0;58048.0;17000.0;41048.0;3;1;0;0;0;0;0;0;2.0;14;0;63;0;0;5;3587.9079069815944;01;7;1;Depot;H702;74;Warm (20° bis 31,99° C);Abend;Klar;Indiana;Sommer;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;43520.76773129404;Nicht Signifikant;False
3894;10627MBTAA;1991;6;27;7600.0;7600.0;2700.0;4900.0;2;0;0;0;0;0;0;0;6.940339448159618;0;0;0;11;2;0;364.18749766364715;01;2;1;Depot;H799;84;Warm (20° bis 31,99° C);Tag;Klar;Massachusetts;Sommer;Entgleisung;Switches, Use of;Human Factors;Personenzug, Personenzug;6446.687590126388;Nicht Signifikant;False
3895;106296;2013;9;6;10266.0;10266.0;650.0;9616.0;1;1;0;0;0;0;0;0;6.940339448159618;6;1;1;0;0;1;803.8599801864308;01;7;1;Industriestrecke;T311;80;Warm (20° bis 31,99° C);Tag;Klar;New Jersey;Sommer;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, EinzelneWagen;7826.4847144926425;Nicht Signifikant;False
3896;106908;2013;10;24;11200.0;11200.0;1200.0;10000.0;4;0;0;0;0;0;0;0;4.5;39;0;21;0;0;2;5148.654187493323;01;7;1;Depot;H312;40;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Illinois;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;8113.002535313292;Nicht Signifikant;False
3897;106955;2008;2;7;183000.0;183000.0;0.0;178000.0;3;0;0;0;0;8;0;0;11.917117953470694;0;0;0;2;4;0;288.44620885247707;03;8;1;Depot;H607;51;Moderat (0° bis 19,99° C);Tag;Klar;District of Columbia;Winter;Kollision;Speed;Human Factors;Lokomotive, Nahverkehrszug;125609.17015581028;Schwer;True
3898;10755;2003;11;9;8055.0;8055.0;1055.0;7000.0;2;1;0;0;0;0;0;0;2.958916643910756;5;1;37;0;0;0;1534.8899735913355;04;1;2;Depot;H702;35;Moderat (0° bis 19,99° C);Tag;Klar;Illinois;Herbst;Kollision;Switches, Use of;Human Factors;Güterzug, Lokomotive;7026.751962779877;Nicht Signifikant;False
3899;107736;2013;11;13;78828.0;78828.0;450.0;78378.0;2;0;0;0;0;0;0;0;3.9542723449729715;12;0;3;0;0;1;1527.688306786145;01;7;1;Depot;H312;38;Moderat (0° bis 19,99° C);Tag;Klar;New Jersey;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;58761.08833395453;Nicht Signifikant;False
3900;107751;2013;11;15;18802.0;18802.0;0.0;18802.0;2;0;0;0;0;0;0;0;5.5;1;0;1;0;0;0;213.98378192291796;05;7;1;Depot;S007;36;Moderat (0° bis 19,99° C);Abend;Klar;New Jersey;Herbst;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, EinzelneWagen;13968.796433878157;Nicht Signifikant;False
3901;10801PHLAA;1991;8;1;61046.0;61046.0;19160.0;41886.0;3;0;0;0;0;0;0;0;119.33333333333333;0;0;0;0;10;0;523.0744078131765;05;2;6;Hauptstrecke;T499;95;Heiß (>= 32° C);Tag;Klar;Delaware;Sommer;Kollision;Other Way and Structure;Track, Roadbed and Structures;Personenzug, Personenzug, Personenzug;51782.1698193231;Nicht Signifikant;True
3902;108052;2013;12;6;15650.0;15650.0;0.0;15650.0;1;0;0;0;0;0;0;0;1.9635609428485408;36;0;79;0;0;0;6570.31363690406;05;7;1;Depot;M105;33;Moderat (0° bis 19,99° C);Abenddämmerung;Schnee;Pennsylvania;Herbst;Kollision;Environmental Conditions;Environmental Conditions;Depot/Rangieren, EinzelneWagen;11455.969548349314;Nicht Signifikant;False
3903;10850;2004;3;6;23371.0;23371.0;636.0;22735.0;2;1;0;0;0;0;0;0;3.0;23;0;22;0;0;0;3000.0;04;7;1;Depot;H702;45;Moderat (0° bis 19,99° C);Tag;Wolkig;Illinois;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;19083.560152422426;Nicht Signifikant;False
3904;108501601;1985;10;10;46796.0;46796.0;5000.0;41796.0;2;0;0;0;0;0;0;0;9.901875401795017;51;0;19;0;0;5;6054.166758046835;03;6;1;Depot;H306;68;Warm (20° bis 31,99° C);Tag;Klar;South Carolina;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen, Güterzug;39694.630587836116;Nicht Signifikant;False
3905;108509602;1985;10;20;15400.0;15400.0;500.0;14900.0;1;0;0;0;0;0;0;0;4.949628046035187;0;0;15;0;0;9;539.7964119221593;04;7;2;Depot;H302;65;Moderat (0° bis 19,99° C);Abend;Klar;Tennessee;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;13063.024853677156;Nicht Signifikant;False
3906;108510609;1985;10;21;14250.0;14250.0;2250.0;12000.0;4;1;0;0;0;0;0;0;4.949628046035187;21;0;4;0;0;0;814.8899735913355;01;1;1;Depot;H704;56;Moderat (0° bis 19,99° C);Abend;Regen;North Carolina;Herbst;Entgleisung;Switches, Use of;Human Factors;Güterzug, Lokomotive;12087.539231486979;Nicht Signifikant;False
3907;108513;1985;10;29;35000.0;35000.0;0.0;35000.0;2;0;0;0;0;0;0;0;12.91247365453291;70;0;49;0;0;0;9421.014845068254;04;6;4;Nebenstrecke;M501;56;Moderat (0° bis 19,99° C);Tag;Wolkig;Illinois;Herbst;Kollision;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;29688.692849266263;Nicht Signifikant;False
3908;108514;1985;10;7;5200.0;5200.0;0.0;5200.0;2;0;0;0;0;0;0;0;3.9542723449729715;0;0;1;0;0;0;100.22635739365951;04;5;1;Depot;H401;56;Moderat (0° bis 19,99° C);Abend;Klar;Indiana;Herbst;Kollision;Main Track Authority;Human Factors;EinzelneWagen, Lokomotive;4410.891509033845;Nicht Signifikant;False
3909;10855;2004;3;14;17990.0;17990.0;0.0;17990.0;2;0;0;0;0;0;0;0;3.5;50;0;56;0;0;0;7462.650145460946;04;7;2;Depot;H702;15;Kalt (-30° - 0,01° C);Abend;Klar;Illinois;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;14669.348481965699;Nicht Signifikant;False
3910;108603601;1986;10;5;21700.0;21700.0;2000.0;19700.0;12;0;0;0;0;0;0;0;19.0;88;0;8;0;0;2;12500.0;01;1;4;Hauptstrecke;H601;65;Moderat (0° bis 19,99° C);Abend;Klar;Tennessee;Herbst;Entgleisung;Speed;Human Factors;Güterzug, Güterzug;18406.989566545082;Nicht Signifikant;False
3911;108608606;1986;10;3;31000.0;31000.0;10000.0;21000.0;3;0;0;0;0;0;0;0;6.940339448159618;57;6;88;0;0;0;8729.073259881734;01;6;1;Depot;T307;87;Warm (20° bis 31,99° C);Abend;Klar;Alabama;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;26295.69938077869;Nicht Signifikant;False
3912;1086OR202;1986;10;11;11900.0;11900.0;900.0;11000.0;3;1;0;0;0;0;0;0;4.949628046035187;45;0;74;0;0;1;8394.889973591336;04;1;1;Depot;H018;40;Moderat (0° bis 19,99° C);Tag;Klar;Oregon;Herbst;Kollision;Brakes, Use of;Human Factors;Güterzug, Lokomotive;10094.15556875053;Nicht Signifikant;False
3913;1086OR203;1986;10;17;9350.0;9350.0;0.0;9350.0;3;0;0;0;0;0;0;0;7.0;28;1;31;0;0;6;4078.0;02;1;1;Depot;H307;55;Moderat (0° bis 19,99° C);Tag;Wolkig;Oregon;Herbst;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;7931.1222325897015;Nicht Signifikant;False
3914;1087;1987;10;18;39000.0;39000.0;1000.0;38000.0;5;0;0;0;0;0;0;0;4.949628046035187;14;0;84;0;0;5;4043.939414768285;01;6;1;Depot;M503;44;Moderat (0° bis 19,99° C);Tag;Klar;Iowa;Herbst;Entgleisung;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;33081.68631775384;Nicht Signifikant;False
3915;1087IL201;1987;10;12;6300.0;6300.0;0.0;6300.0;10;1;0;0;0;0;0;0;4.949628046035187;59;0;65;0;0;2;8331.0;04;7;1;Depot;H306;32;Moderat (0° bis 19,99° C);Abend;Klar;Missouri;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;5343.964712867927;Nicht Signifikant;False
3916;1087IL203;1987;10;16;769200.0;769200.0;22500.0;746700.0;6;0;0;0;0;0;0;0;45.0;79;21;75;0;0;16;10183.0;01;1;4;Hauptstrecke;E05C;50;Moderat (0° bis 19,99° C);Tag;Regen;Missouri;Herbst;Entgleisung;Brakes;Mechanical and Electrical Failures;Güterzug, Güterzug;652472.6439901603;Signifikant;False
