index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
3917;1087KA200;1987;10;20;41000.0;41000.0;0.0;41000.0;1;0;0;0;0;0;0;0;5.0;4;0;1;0;0;0;490.33638380232395;03;5;3;Hauptstrecke;H999;51;Moderat (0° bis 19,99° C);Tag;Klar;Kansas;Herbst;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;34778.18305199762;Nicht Signifikant;False
3918;108803029;1988;10;19;15000.0;15000.0;0.0;15000.0;4;0;0;0;0;0;0;0;20.0;82;0;22;0;0;0;10067.709783223612;04;5;2;Nebenstrecke;H021;60;Moderat (0° bis 19,99° C);Tag;Klar;Tennessee;Herbst;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;12723.7255068284;Nicht Signifikant;False
3919;108812002;1988;10;1;40750.0;40750.0;600.0;40150.0;2;0;0;0;0;0;0;0;8.0;26;2;4;0;0;0;3188.4767077829724;01;7;2;Depot;M407;80;Warm (20° bis 31,99° C);Abend;Regen;Georgia;Herbst;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;34566.12096021715;Nicht Signifikant;False
3920;108821006;1988;10;12;8900.0;8900.0;2400.0;6500.0;4;1;0;0;0;0;0;0;6.0;64;4;39;0;0;0;5906.889973591336;01;1;1;Depot;T202;58;Moderat (0° bis 19,99° C);Tag;Klar;Illinois;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Güterzug, Lokomotive;7549.41046738485;Nicht Signifikant;False
3921;108823033;1988;10;22;5600.0;5600.0;3000.0;2600.0;2;0;0;0;0;0;0;0;14.903185056657339;38;0;28;0;0;2;4591.742863252126;03;6;2;Hauptstrecke;H603;54;Moderat (0° bis 19,99° C);Tag;Klar;Ohio;Herbst;Kollision;Speed;Human Factors;EinzelneWagen, Güterzug;4750.190855882603;Nicht Signifikant;False
3922;108827013;1988;10;3;14200.0;14200.0;0.0;14200.0;3;1;0;1;0;0;0;0;31.0;141;0;0;0;0;0;17578.647398120593;02;1;3;Hauptstrecke;H402;65;Moderat (0° bis 19,99° C);Tag;Regen;Virginia;Herbst;Kollision;Main Track Authority;Human Factors;Güterzug, Güterzug;12045.126813130884;Signifikant;False
3923;1088KW203;1988;10;20;33650.0;33650.0;0.0;33650.0;1;0;0;0;0;0;0;0;2.958916643910756;33;6;32;0;0;0;4915.714329386712;01;7;1;Depot;H302;60;Moderat (0° bis 19,99° C);Tag;Klar;Missouri;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;28543.557553651706;Nicht Signifikant;False
3924;1088LU209;1988;10;20;13000.0;13000.0;0.0;13000.0;2;0;0;0;0;0;0;0;3.9542723449729715;11;0;26;0;0;0;2112.718282490213;04;7;1;Depot;H302;69;Warm (20° bis 31,99° C);Morgendämmerung;Wolkig;Louisiana;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;11027.228772584613;Nicht Signifikant;False
3925;1088NA207;1988;10;20;10000.0;10000.0;0.0;10000.0;5;0;0;0;0;0;0;0;10.0;20;0;0;0;0;0;1589.8899735913355;03;1;2;Hauptstrecke;H999;60;Moderat (0° bis 19,99° C);Tag;Klar;Oregon;Herbst;Kollision;Miscellaneous;Human Factors;Güterzug, Lokomotive;8482.483671218932;Nicht Signifikant;False
3926;1088NL202;1988;10;2;7550.0;7550.0;0.0;7550.0;3;0;0;0;0;0;0;0;2.0;41;2;46;0;0;2;6176.547373822177;04;1;1;Depot;H306;60;Moderat (0° bis 19,99° C);Tag;Klar;Arkansas;Herbst;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;6404.275171770294;Nicht Signifikant;False
3927;1088NL203;1988;10;8;27300.0;27300.0;21800.0;5500.0;2;0;0;0;0;0;0;0;4.949628046035187;23;2;12;0;0;8;3102.61599283836;01;6;1;Depot;M404;70;Warm (20° bis 31,99° C);Tag;Klar;Arkansas;Herbst;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Güterzug;23157.180422427686;Nicht Signifikant;False
3928;1088NP207;1988;10;29;208189.0;208189.0;64708.0;143481.0;6;2;0;0;0;0;0;0;5.0;87;12;35;0;0;10;11317.29905037192;04;1;2;Depot;H999;28;Kalt (-30° - 0,01° C);Abend;Klar;Nebraska;Herbst;Kollision;Miscellaneous;Human Factors;Güterzug, Güterzug, Güterzug;176595.97930273984;Signifikant;False
3929;1088PC204;1988;10;22;49483.0;49483.0;3500.0;45983.0;4;0;0;0;0;0;0;0;5.5;68;1;104;0;0;4;10728.197344702601;04;7;1;Depot;H702;65;Moderat (0° bis 19,99° C);Tag;Klar;Idaho;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;41973.87395029264;Nicht Signifikant;False
3930;1088PD208;1988;10;19;41800.0;41800.0;5000.0;36800.0;2;0;0;0;0;0;0;0;5.0;24;5;46;0;0;0;4298.53821057941;04;7;1;Depot;H306;65;Moderat (0° bis 19,99° C);Abend;Klar;Oregon;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;35456.78174569514;Nicht Signifikant;False
3931;1088SR067;1988;10;27;15060.0;15060.0;0.0;15060.0;0;0;0;2;0;0;0;0;14.903185056657339;0;0;2;0;0;1;132.15280222405482;09;5;3;Hauptstrecke;H402;60;Moderat (0° bis 19,99° C);Tag;Nebel;Texas;Herbst;Kollision;Main Track Authority;Human Factors;EinzelneWagen, EinzelneWagen;12774.620408855712;Signifikant;False
3932;1088UT204;1988;10;10;7200.0;7200.0;400.0;6800.0;1;0;0;0;0;0;0;0;4.949628046035187;35;0;35;0;0;0;5116.914163091313;04;7;2;Depot;H306;60;Moderat (0° bis 19,99° C);Abend;Klar;Utah;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;6107.388243277632;Nicht Signifikant;False
3933;108905;1989;10;24;23112.0;23112.0;0.0;23112.0;2;0;0;0;0;0;0;0;4.0;2;0;0;0;0;0;297.294796241188;04;7;1;Depot;H999;68;Warm (20° bis 31,99° C);Tag;Klar;Indiana;Herbst;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Depot/Rangieren;19604.716260921195;Nicht Signifikant;False
3934;108912016;1989;10;5;23500.0;23500.0;1000.0;22500.0;1;0;0;0;0;0;0;0;4.0;43;2;13;0;0;1;5397.850651298669;04;7;2;Depot;M599;70;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Georgia;Herbst;Kollision;Other Miscellaneous;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;19933.83662736449;Nicht Signifikant;False
3935;108921025;1989;10;16;34100.0;34100.0;100.0;34000.0;3;0;0;0;0;0;0;0;8.0;83;1;51;0;0;5;13118.17097643617;03;6;3;Hauptstrecke;H702;60;Moderat (0° bis 19,99° C);Abenddämmerung;Regen;Ohio;Herbst;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;28925.26931885656;Nicht Signifikant;False
3936;108927034;1989;10;18;9600.0;9600.0;0.0;9600.0;3;0;0;0;0;0;0;0;6.940339448159618;11;0;90;0;0;0;4061.288535993472;04;7;1;Depot;H018;50;Moderat (0° bis 19,99° C);Morgendämmerung;Regen;West Virginia;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;8143.184324370175;Nicht Signifikant;False
3937;1089CA212;1989;10;20;8100.0;8100.0;0.0;8100.0;0;0;0;0;0;0;0;0;1.0;11;0;13;0;0;2;1719.8750189861773;04;6;1;Depot;H313;55;Moderat (0° bis 19,99° C);Abend;Wolkig;Kalifornien;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;6870.8117736873355;Nicht Signifikant;False
3938;1089CA213;1989;10;26;6000.0;6000.0;0.0;6000.0;0;0;0;0;0;0;0;0;6.0;22;0;63;0;0;1;4492.047164738035;01;6;1;Depot;H301;60;Moderat (0° bis 19,99° C);Abend;Klar;Kalifornien;Herbst;Entgleisung;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;5089.490202731359;Nicht Signifikant;False
3939;1089FR204;1989;10;8;18720.0;18720.0;11120.0;7600.0;1;0;0;0;0;0;0;0;1.9635609428485408;35;3;0;0;0;0;4110.1169287001585;04;7;1;Depot;H305;55;Moderat (0° bis 19,99° C);Abend;Klar;Kalifornien;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;15879.209432521842;Nicht Signifikant;False
3940;1089FW214;1989;10;9;10204.0;10204.0;0.0;10204.0;2;0;0;0;0;0;0;0;2.0;4;0;12;0;0;0;890.166567831566;01;7;1;Depot;H302;80;Warm (20° bis 31,99° C);Tag;Klar;Texas;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;8655.526338111798;Nicht Signifikant;False
3941;1089GR210;1989;10;25;6450.0;6450.0;200.0;6250.0;1;0;0;0;0;0;0;0;3.0;9;1;23;0;0;3;1817.9133476547654;04;7;1;Depot;H018;58;Moderat (0° bis 19,99° C);Tag;Klar;Wyoming;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;5471.201967936211;Nicht Signifikant;False
3942;1089LU203;1989;10;7;10600.0;10600.0;500.0;10100.0;4;0;0;0;0;0;0;0;3.5;46;0;61;0;0;5;7167.252671495889;04;7;1;Depot;H306;85;Warm (20° bis 31,99° C);Tag;Wolkig;Louisiana;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;8991.432691492068;Nicht Signifikant;False
3943;1089NA003;1989;10;16;52513.0;52513.0;5766.0;46747.0;5;0;0;1;0;0;0;0;31.824231974715;60;0;140;0;0;3;10865.0;01;1;2;Hauptstrecke;E49C;55;Moderat (0° bis 19,99° C);Tag;Klar;Oregon;Herbst;Entgleisung;Truck Components;Mechanical and Electrical Failures;Güterzug, Güterzug;44544.06650267198;Signifikant;True
3944;1089NL211;1989;10;25;24800.0;24800.0;300.0;24500.0;3;1;0;0;0;0;0;0;6.5;29;1;35;0;0;2;4456.938726152389;04;7;1;Depot;H702;78;Warm (20° bis 31,99° C);Tag;Klar;Arkansas;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;21036.559504622954;Nicht Signifikant;False
3945;1089PD218;1989;10;26;14500.0;14500.0;0.0;14500.0;2;0;0;0;0;0;0;0;8.0;17;0;6;0;0;0;2875.0;04;1;1;Depot;E09L;57;Moderat (0° bis 19,99° C);Tag;Regen;Oregon;Herbst;Kollision;Brakes;Mechanical and Electrical Failures;Güterzug, Güterzug;12299.601323267452;Nicht Signifikant;False
3946;1089SA212;1989;10;28;13500.0;13500.0;1000.0;12500.0;4;2;0;0;0;0;0;0;8.0;70;2;35;0;0;0;6285.0;01;1;1;Depot;T314;67;Moderat (0° bis 19,99° C);Abend;Klar;Texas;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Güterzug, Güterzug;11451.352956145558;Nicht Signifikant;False
3947;1089SL212;1989;10;6;8400.0;8400.0;0.0;8400.0;1;0;0;0;0;0;0;0;3.9542723449729715;10;1;34;0;0;3;2266.5812845048963;04;5;1;Depot;T313;56;Moderat (0° bis 19,99° C);Tag;Regen;Illinois;Herbst;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;7125.286283823903;Nicht Signifikant;False
3948;109003014;1990;10;14;33500.0;33500.0;2000.0;31500.0;4;1;0;0;0;0;0;0;0.0;44;3;75;0;0;2;7420.374584526429;04;1;1;Depot;H210;65;Moderat (0° bis 19,99° C);Abend;Klar;Kentucky;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Lokomotive;28416.320298583425;Nicht Signifikant;False
3949;109003052;1990;10;27;24000.0;24000.0;0.0;24000.0;4;0;0;0;0;0;0;0;5.0;36;0;57;0;0;0;5900.4926122623165;05;1;1;Depot;H999;55;Moderat (0° bis 19,99° C);Tag;Klar;Ohio;Herbst;Kollision;Miscellaneous;Human Factors;Güterzug, Lokomotive;20357.960810925437;Nicht Signifikant;False
3950;109019;2014;2;9;50302.0;50302.0;5701.0;44601.0;6;0;0;0;0;0;0;0;9.5;109;0;64;0;0;4;15588.0;01;1;2;Nebenstrecke;E09L;68;Warm (20° bis 31,99° C);Tag;Klar;Alabama;Winter;Entgleisung;Brakes;Mechanical and Electrical Failures;Güterzug, Güterzug;36941.493268053855;Nicht Signifikant;False
3951;109027045;1990;10;25;12200.0;12200.0;0.0;12200.0;2;0;0;3;0;0;0;0;8.0;0;0;136;0;0;0;4055.336383802324;02;5;4;Hauptstrecke;H999;55;Moderat (0° bis 19,99° C);Tag;Klar;Ohio;Herbst;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;10348.630078887098;Signifikant;False
3952;1090CR205;1990;10;4;6260.0;6260.0;60.0;6200.0;1;0;0;0;0;0;0;0;3.5;1;0;37;0;0;1;1311.5345841379078;01;7;1;Depot;H018;63;Moderat (0° bis 19,99° C);Tag;Wolkig;Washington;Herbst;Entgleisung;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;5310.0347781830515;Nicht Signifikant;False
3953;1090HO203;1990;10;26;90500.0;90500.0;1500.0;89000.0;2;0;0;0;0;0;0;0;4.949628046035187;48;3;19;0;0;0;6167.445241589299;04;7;1;Depot;H306;48;Moderat (0° bis 19,99° C);Abend;Klar;Texas;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;76766.47722453134;Nicht Signifikant;False
3954;1090NL202;1990;10;4;51064.0;51064.0;20600.0;30464.0;2;0;0;0;0;0;0;0;6.940339448159618;31;2;20;0;0;2;4247.3664630438925;01;7;1;Depot;H503;70;Warm (20° bis 31,99° C);Abend;Wolkig;Arkansas;Herbst;Entgleisung;Train Handling/Train Makeup;Human Factors;Depot/Rangieren, EinzelneWagen;43314.954618712356;Nicht Signifikant;False
3955;1090NP207;1990;10;18;62910.0;62910.0;3401.0;59509.0;2;0;0;0;0;0;0;0;9.926406551346263;72;8;5;0;0;0;8569.418892326732;04;6;2;Depot;H306;40;Moderat (0° bis 19,99° C);Tag;Klar;Nebraska;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;53363.3047756383;Nicht Signifikant;False
3956;1090NP210;1990;10;23;21614.0;21614.0;0.0;21614.0;2;0;0;0;0;0;0;0;2.958916643910756;19;0;2;0;0;1;2293.543868279966;04;6;2;Depot;H999;48;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;18334.0402069726;Nicht Signifikant;False
3957;1090NP213;1990;10;27;18456.0;18456.0;8606.0;9850.0;2;0;0;0;0;0;0;0;6.5;59;6;10;0;0;0;7203.586342505687;04;6;2;Depot;H999;55;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Kollision;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;15655.271863601662;Nicht Signifikant;False
3958;1090RR217;1990;10;19;78906.0;78906.0;25000.0;53906.0;4;0;0;0;0;0;0;0;2.958916643910756;42;3;37;0;0;2;5243.256439118408;01;5;2;Hauptstrecke;M503;70;Warm (20° bis 31,99° C);Tag;Klar;Arkansas;Herbst;Entgleisung;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;66931.88565612011;Nicht Signifikant;False
3959;1091009;1991;5;10;95110.0;95110.0;0.0;95110.0;10;0;0;2;0;0;0;0;4.949628046035187;0;0;0;10;0;0;262.49422118795576;02;7;1;Depot;H999;70;Warm (20° bis 31,99° C);Tag;Klar;Pennsylvania;Frühling;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Depot/Rangieren;80676.90219696327;Signifikant;False
3960;109121011;1991;10;10;51100.0;51100.0;100.0;51000.0;6;0;0;0;0;0;0;0;2.0;107;3;7;0;0;1;12515.256400903094;04;7;1;Depot;H306;70;Warm (20° bis 31,99° C);Tag;Wolkig;Indiana;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;43345.49155992874;Nicht Signifikant;False
3961;109127005;1991;10;5;22000.0;22000.0;0.0;22000.0;2;0;0;0;0;0;0;0;4.949628046035187;17;0;25;0;0;3;2971.1466064412352;01;6;1;Industriestrecke;T311;55;Moderat (0° bis 19,99° C);Abend;Klar;Kentucky;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;18661.464076681652;Nicht Signifikant;False
3962;109131;1985;4;29;22750.0;22750.0;0.0;22750.0;1;0;0;0;0;0;0;0;4.949628046035187;14;1;32;0;0;2;4668.256439118408;04;7;1;Depot;H301;60;Moderat (0° bis 19,99° C);Abend;Klar;Iowa;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;19297.650352023073;Nicht Signifikant;False
3963;1091CA009;1991;10;6;38750.0;38750.0;0.0;38750.0;3;0;0;0;0;0;0;0;3.0;55;1;32;0;0;4;7905.671067471894;04;7;3;Hauptstrecke;H306;85;Warm (20° bis 31,99° C);Abend;Klar;Kalifornien;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;32869.62422597336;Nicht Signifikant;False
3964;1091CA018;1991;10;21;19000.0;19000.0;0.0;19000.0;3;0;0;0;0;0;0;0;0.9682052417863254;18;0;0;0;0;0;2056.4048226498526;04;6;4;Hauptstrecke;H017;76;Warm (20° bis 31,99° C);Tag;Klar;Kalifornien;Herbst;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;16116.718975315971;Nicht Signifikant;False
3965;1091RR002;1991;10;4;12600.0;12600.0;0.0;12600.0;2;0;0;0;0;0;0;0;4.949628046035187;5;3;44;0;0;2;1999.0102981048599;01;6;1;Depot;T221;80;Warm (20° bis 31,99° C);Tag;Klar;Louisiana;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;EinzelneWagen, Güterzug;10687.929425735854;Nicht Signifikant;False
3966;1091UT024;1991;10;20;6680.0;6680.0;0.0;6680.0;2;0;0;0;0;0;0;0;3.9542723449729715;14;0;12;0;0;0;2027.7408131241507;05;7;4;Hauptstrecke;H306;47;Moderat (0° bis 19,99° C);Abend;Klar;Utah;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;5666.299092374247;Nicht Signifikant;False
3967;109219;2014;2;19;54133.0;54133.0;24533.0;29600.0;5;0;0;0;0;0;0;0;5.0;88;0;4;0;0;1;13760.0;04;1;1;Depot;H306;65;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;39383.77591851582;Nicht Signifikant;False
3968;109221025;1992;10;23;51600.0;51600.0;200.0;51400.0;3;0;0;0;0;0;0;0;10.0;128;2;6;0;0;3;14857.066934047534;04;7;2;Depot;H020;60;Moderat (0° bis 19,99° C);Tag;Klar;Illinois;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;43769.61574348969;Nicht Signifikant;False
3969;1092FW001;1992;10;2;9200.0;9200.0;500.0;8700.0;3;3;0;0;0;0;0;0;4.949628046035187;0;0;0;0;0;0;69.7799471826711;01;8;1;Depot;H306;64;Moderat (0° bis 19,99° C);Abend;Klar;Texas;Herbst;Entgleisung;General Switching Rules;Human Factors;Lokomotive, Lokomotive;7803.884977521418;Nicht Signifikant;False
3970;1092FW007;1992;10;9;29830.0;29830.0;22580.0;7250.0;2;1;0;1;0;0;0;0;22.5;30;0;2;0;0;1;2529.2628286327194;01;6;4;Hauptstrecke;M502;60;Moderat (0° bis 19,99° C);Tag;Klar;Texas;Herbst;Entgleisung;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;25303.248791246075;Signifikant;False
3971;1092ID006;1992;10;8;20000.0;20000.0;0.0;20000.0;4;0;0;0;0;0;0;0;0.9682052417863254;45;0;36;0;0;0;6829.336383802324;01;7;2;Depot;H021;60;Moderat (0° bis 19,99° C);Tag;Klar;Idaho;Herbst;Entgleisung;Brakes, Use of;Human Factors;Depot/Rangieren, Güterzug;16964.967342437863;Nicht Signifikant;False
3972;1092LU014;1992;10;10;42200.0;42200.0;4200.0;38000.0;2;1;0;0;0;0;0;0;5.5;8;0;0;0;0;0;1079.8899735913355;04;7;1;Depot;H401;65;Moderat (0° bis 19,99° C);Abend;Wolkig;Louisiana;Herbst;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Depot/Rangieren;35796.08109254389;Nicht Signifikant;False
3973;1092NL011;1992;10;30;16700.0;16700.0;200.0;16500.0;0;0;0;0;0;0;0;0;9.901875401795017;2;2;102;0;0;7;3487.296935684818;01;6;1;Industriestrecke;H302;60;Moderat (0° bis 19,99° C);Abend;Wolkig;Arkansas;Herbst;Entgleisung;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen, EinzelneWagen;14165.747730935616;Nicht Signifikant;False
3974;109305018;1993;10;17;44100.0;44100.0;1500.0;42600.0;6;0;0;0;0;0;0;0;3.0;65;12;119;0;0;0;6236.0;04;1;2;Depot;H401;65;Moderat (0° bis 19,99° C);Abend;Regen;North Carolina;Herbst;Kollision;Main Track Authority;Human Factors;Güterzug, Güterzug;37407.75299007549;Nicht Signifikant;False
3975;109305020;1993;10;17;16700.0;16700.0;500.0;16200.0;2;0;0;0;0;0;0;0;4.949628046035187;18;0;21;0;0;1;2758.2682377594874;05;7;1;Depot;H306;80;Warm (20° bis 31,99° C);Tag;Klar;South Carolina;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;14165.747730935616;Nicht Signifikant;False
3976;109306;1993;10;2;15668.0;15668.0;450.0;15218.0;4;0;0;0;0;0;0;0;2.958916643910756;52;1;68;0;0;3;8079.571061907359;01;7;2;Depot;H302;62;Moderat (0° bis 19,99° C);Tag;Klar;Illinois;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;13290.355416065824;Nicht Signifikant;False
3977;109321031;1993;10;21;21350.0;21350.0;10750.0;10600.0;2;0;0;0;0;0;0;0;2.0;44;4;19;0;0;2;5734.984653708892;04;7;1;Depot;H306;60;Moderat (0° bis 19,99° C);Tag;Klar;Kentucky;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;18110.10263805242;Nicht Signifikant;False
3978;109326;1993;10;18;8416.0;8416.0;3100.0;5316.0;4;0;0;0;0;0;0;0;9.926406551346263;21;3;67;0;0;3;4561.862573284984;01;7;1;Depot;T311;65;Moderat (0° bis 19,99° C);Tag;Klar;Illinois;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, Depot/Rangieren;7138.858257697853;Nicht Signifikant;False
3979;1093AR012;1993;10;15;8000.0;8000.0;0.0;8000.0;3;1;0;0;0;0;0;0;4.0;21;2;42;0;0;0;3776.6531731542395;04;6;1;Depot;H702;80;Warm (20° bis 31,99° C);Tag;Klar;Arkansas;Herbst;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Lokomotive;6785.986936975146;Nicht Signifikant;False
3980;1093NP001;1993;10;1;2643370.0;2643370.0;133865.0;2509500.0;4;2;0;2;0;0;0;0;23.86138636621728;113;27;101;0;0;1;18291.0;02;1;4;Hauptstrecke;E03C;55;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Kollision;Brakes;Mechanical and Electrical Failures;Güterzug, Güterzug;2242234.286198999;Schwer;False
3981;1093SL003;1993;10;6;13350.0;13350.0;0.0;13350.0;1;0;0;0;0;0;0;0;2.958916643910756;9;1;8;0;0;6;997.6693080825214;04;7;1;Depot;E39C;45;Moderat (0° bis 19,99° C);Abend;Wolkig;Illinois;Herbst;Kollision;Coupler and Draft System;Mechanical and Electrical Failures;Depot/Rangieren, EinzelneWagen;11324.115701077275;Nicht Signifikant;False
3982;1093UT028;1993;10;9;6800.0;6800.0;0.0;6800.0;1;0;0;0;0;0;0;0;4.949628046035187;18;3;0;0;0;0;1755.013863647666;01;7;1;Depot;H020;52;Moderat (0° bis 19,99° C);Abend;Klar;Utah;Herbst;Entgleisung;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;5768.088896428874;Nicht Signifikant;False
3983;109401021;1994;10;31;9500.0;9500.0;0.0;9500.0;1;0;0;0;0;0;0;0;3.9542723449729715;3;0;8;0;0;2;657.5835716971676;01;7;1;Depot;H305;65;Moderat (0° bis 19,99° C);Abend;Regen;Georgia;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;8058.3594876579855;Nicht Signifikant;False
3984;109422010;1994;10;22;10000.0;10000.0;1000.0;9000.0;1;0;0;0;0;0;0;0;5.944983747097401;16;1;13;0;0;2;2308.2711826302834;04;7;1;Depot;H306;67;Moderat (0° bis 19,99° C);Tag;Klar;Pennsylvania;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;8482.483671218932;Nicht Signifikant;False
3985;10946;2004;6;11;8214.0;8214.0;515.0;7699.0;1;0;0;0;0;0;0;0;1.9635609428485408;18;1;5;0;0;0;2010.0;04;7;1;Depot;H308;65;Moderat (0° bis 19,99° C);Abend;Regen;Illinois;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;6841.579210394803;Nicht Signifikant;False
3986;1094CE008;1994;10;17;298752.0;298752.0;142652.0;156100.0;4;0;0;0;0;0;0;0;25.5;45;0;113;0;0;21;8859.0;04;1;1;Industriestrecke;H306;60;Moderat (0° bis 19,99° C);Abend;Regen;Nebraska;Herbst;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;253415.89617439985;Signifikant;True
3987;1094CE023;1994;10;28;56000.0;56000.0;0.0;56000.0;4;0;0;0;0;0;0;0;14.903185056657339;74;6;9;0;0;1;8880.981334852982;04;5;4;Hauptstrecke;H605;33;Moderat (0° bis 19,99° C);Abend;Klar;Colorado;Herbst;Kollision;Speed;Human Factors;EinzelneWagen, Güterzug;47501.90855882602;Nicht Signifikant;False
3988;1094FW012;1994;10;16;15500.0;15500.0;0.0;15500.0;7;3;0;0;0;0;0;0;10.0;18;0;11;0;0;0;2600.0;04;7;1;Depot;H602;68;Warm (20° bis 31,99° C);Abend;Wolkig;Texas;Herbst;Kollision;Speed;Human Factors;Depot/Rangieren, Güterzug;13147.849690389345;Nicht Signifikant;False
3989;1094HO032;1994;10;14;49657.0;49657.0;0.0;49657.0;5;0;0;0;0;0;0;0;4.966418697356791;54;0;19;0;0;0;3454.949369825403;04;6;1;Depot;H306;75;Warm (20° bis 31,99° C);Tag;Wolkig;Texas;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug, Güterzug;42121.46916617185;Nicht Signifikant;False
